Country,State,RMSE,MAPE%,MAE,MSE,CVRMSE%
"China, People's Republic",Alabama,58.606497750184396,11.911208562308563,38.30133017252783,3434.7215785423687,19.215245163994883
"China, People's Republic",Alaska,5.9838872020474145,11.797729609614242,5.174107730804472,35.80690604682684,9.863550333045188
"China, People's Republic",Arizona,82.10785018063883,12.220307234759463,69.59396812854072,6741.699061286233,14.697109220878074
"China, People's Republic",Arkansas,20.820431120249086,10.434765968718095,17.53417621493429,433.4903520330367,13.289636885265374
"China, People's Republic",California,3487.6345201729,15.59049857332854,3204.4454102463037,12163594.546301654,15.83512964330705
"China, People's Republic",Colorado,105.75379069537503,18.374927539765388,82.91900434610675,11183.86424644119,18.585903461401585
"China, People's Republic",Connecticut,44.25077154236842,5.416480293887371,36.8277360726957,1958.130782094883,6.708050259075557
"China, People's Republic",Delaware,75.25732481546619,18.96016400371339,48.17634663505866,5663.664938380584,39.264691208069316
"China, People's Republic",District of Columbia,157.44987484159995,35.618950923019305,113.7587251415776,24790.46308763549,65.7868557833983
"China, People's Republic",Florida,209.14805373158674,9.254853515617036,181.88739628605276,43742.908379710694,10.94824919202164
"China, People's Republic",Georgia,141.06441711459365,9.932126162777736,127.75108652706497,19899.169775880062,11.26412699876979
"China, People's Republic",Hawaii,119.06270362502727,16.926209263396462,102.95614381667527,14175.927394501081,19.9881427462273
"China, People's Republic",Idaho,9.479436960074619,8.015066572942166,9.35611747662353,89.85972508002874,8.17192841385743
"China, People's Republic",Illinois,170.48630516884546,6.824374423421002,162.56130646648367,29065.580250124705,7.171325231443302
"China, People's Republic",Indiana,66.22736673119077,11.30409284740813,59.91623864085718,4386.064104147634,12.582780252917814
"China, People's Republic",Iowa,17.580483623698473,6.993933220234451,16.0111945212693,309.0734044431302,7.9549699654744215
"China, People's Republic",Kansas,20.131850862335753,6.986088511953763,17.996048992493268,405.2914191433288,7.674148994537136
"China, People's Republic",Kentucky,46.56113458642276,13.178789582397446,41.02778875279784,2167.939253974974,16.037130167539413
"China, People's Republic",Louisiana,13.48454677937707,4.891967183916132,13.363229290135743,181.8330018452085,4.951485965499536
"China, People's Republic",Maine,6.366342713571344,7.007764846485663,5.808639536414698,40.53031954664294,6.970448226537967
"China, People's Republic",Maryland,219.57177391461562,10.028381626228484,164.84841301199103,48211.76390001108,13.714664204535643
"China, People's Republic",Massachusetts,206.71857345501977,6.537203353498549,180.93283287238455,42732.5686112784,7.49976684441963
"China, People's Republic",Michigan,139.41272952896833,12.424128652362223,129.05096799683633,19435.909154717276,13.95988613440938
"China, People's Republic",Minnesota,20.11692515361027,3.21886451165039,18.827867772947382,404.6906776359577,3.5458739988737253
"China, People's Republic",Mississippi,24.548298805920613,15.027010425822699,22.34992756486248,602.6189742647633,16.66174127098684
"China, People's Republic",Missouri,11.23599525835306,2.097487332497065,9.34163044909684,126.24758944573246,2.3906372890112895
"China, People's Republic",Montana,15.016084972916968,28.393451378782757,14.751876728565934,225.48280791386279,28.511553746044875
"China, People's Republic",Nebraska,12.594285539826275,8.880523148330742,10.903068615830321,158.6160282586772,10.351467566980501
"China, People's Republic",Nevada,113.55100477384234,16.705018258007772,92.59014882128368,12893.830685149165,18.8414277832703
"China, People's Republic",New Hampshire,32.770539507524425,17.962455015842142,29.888581588305353,1073.9082596142193,20.396601353230974
"China, People's Republic",New Jersey,239.6565241064593,8.159326089620073,188.0621625181055,57435.249546789906,10.212635970445708
"China, People's Republic",New Mexico,16.468825017922526,13.589962626178995,16.361385486631956,271.2221974709509,12.832850663316254
"China, People's Republic",New York,6574.272209371902,32.9734170682147,5398.901619913227,43221055.08291972,34.7759223967904
"China, People's Republic",North Carolina,167.04036073100485,13.843791076714885,147.54405373370165,27902.482113144226,16.560511638896713
"China, People's Republic",North Dakota,13.64154287246533,23.58789115190647,12.509021467141084,186.09169194130962,26.748123279343783
"China, People's Republic",Ohio,118.52206478999099,11.05300300978566,118.4409324377732,14047.479842082821,10.947235048336605
"China, People's Republic",Oklahoma,12.256038656011311,4.160664523054888,10.043987883576648,150.21048353764354,5.2979994190250626
"China, People's Republic",Oregon,80.28680443844682,9.849143303610447,74.42486500724401,6445.970966937403,10.834926374959085
"China, People's Republic",Pennsylvania,198.60305061938058,7.452598531295901,159.3299091268234,39443.17171532425,9.496479946734805
"China, People's Republic",Rhode Island,38.77189307609192,18.34828924054488,32.44185433952343,1503.2596927039046,24.081921165274483
"China, People's Republic",South Carolina,51.02756753727324,15.192015052303724,45.51218227314661,2603.812648770982,17.239043086916634
"China, People's Republic",South Dakota,10.23747782139922,15.54363935456423,7.87804556828691,104.80595214364094,20.612371452481653
"China, People's Republic",Tennessee,62.52554449069153,9.08676123106105,50.8726458580277,3909.4437138574463,12.031855899427493
"China, People's Republic",Texas,762.4202021056248,17.46761838345917,682.4418543395213,581284.5645787817,20.035569431647463
"China, People's Republic",Utah,28.697042777483574,11.08666979852877,27.60608455156107,823.5202641727222,11.463532401125262
